x,y,z,u,v,w,p,speed
0.230769,0.538462,0.230769,-0.0675436,-0.768175,0.00130837,0.0217434,0.77114
0.307692,0.538462,0.230769,-0.109247,-0.978148,0.00268646,0.0256661,0.984233
0.384615,0.538462,0.230769,-0.157686,-1.19201,0.00397158,0.0329154,1.2024
0.461538,0.538462,0.230769,-0.209811,-1.3896,0.00531726,0.0439515,1.40536
0.538462,0.538462,0.230769,-0.259031,-1.51631,0.00698025,0.0589673,1.53829
0.615385,0.538462,0.230769,-0.293511,-1.4672,0.00931747,0.0775681,1.4963
0.692308,0.538462,0.230769,-0.296075,-1.06811,0.0127099,0.0989339,1.10846
0.769231,0.538462,0.230769,-0.250993,-0.0663289,0.0171751,0.118371,0.260177
0.846154,0.538462,0.230769,-0.158029,1.84121,0.0212331,0.12806,1.8481
0.923077,0.538462,0.230769,-0.0510795,4.88966,0.0195064,0.121563,4.88997
1,0.538462,0.230769,1.78308e-36,9,4.76034e-36,0.093211,9
0,0.615385,0.230769,-1.51628e-35,-1.47224e-34,-1.82628e-36,0.0805656,1.48014e-34
0.0769231,0.615385,0.230769,-0.0280189,-0.284853,-0.00286943,0.0643695,0.286242
0.153846,0.615385,0.230769,-0.0958708,-0.501402,0.000260721,0.0589022,0.510485
0.230769,0.615385,0.230769,-0.191658,-0.695249,0.0045399,0.0625336,0.721197
0.307692,0.615385,0.230769,-0.311458,-0.890427,0.00861954,0.0751035,0.943367
0.384615,0.615385,0.230769,-0.452367,-1.09293,0.0124517,0.0976602,1.18292
0.461538,0.615385,0.230769,-0.606904,-1.28761,0.016452,0.131742,1.42357
0.538462,0.615385,0.230769,-0.757719,-1.42866,0.0213229,0.178469,1.6173
0.615385,0.615385,0.230769,-0.871247,-1.42255,0.0280687,0.237919,1.66839
0.692308,0.615385,0.230769,-0.897149,-1.10369,0.0378183,0.304392,1.42282
0.769231,0.615385,0.230769,-0.780929,-0.208899,0.050741,0.362813,0.809977
0.846154,0.615385,0.230769,-0.505785,1.61904,0.0626839,0.39647,1.69736
0.923077,0.615385,0.230769,-0.168594,4.70256,0.0578172,0.376213,4.70594
1,0.615385,0.230769,-3.96248e-35,9,2.74542e-35,0.27892,9
0,0.692308,0.230769,-1.99006e-35,-1.08967e-34,-1.47335e-36,0.119123,1.10779e-34
0.0769231,0.692308,0.230769,-0.040679,-0.222577,-0.00273153,0.0957762,0.22628
0.153846,0.692308,0.230769,-0.140091,-0.399088,0.00262157,0.0885631,0.42297
0.230769,0.692308,0.230769,-0.282129,-0.560423,0.00953922,0.0948446,0.627504
0.307692,0.692308,0.230769,-0.462994,-0.72566,0.0162017,0.115011,0.860934
0.384615,0.692308,0.230769,-0.680826,-0.902622,0.0225131,0.151321,1.13082
0.461538,0.692308,0.230769,-0.9282,-1.0844,0.0290116,0.207362,1.4277
0.538462,0.692308,0.230769,-1.18468,-1.24138,0.0366616,0.286287,1.71634
0.615385,0.692308,0.230769,-1.4046,-1.30473,0.0469427,0.389899,1.91766
0.692308,0.692308,0.230769,-1.51028,-1.1333,0.061696,0.511002,1.88921
0.769231,0.692308,0.230769,-1.38663,-0.456079,0.0816684,0.640784,1.46199
0.846154,0.692308,0.230769,-0.958291,1.17562,0.101183,0.73541,1.52008
0.923077,0.692308,0.230769,-0.340816,4.28294,0.0947135,0.70405,4.29753
1,0.692308,0.230769,-1.12796e-34,9,5.0096e-35,0.502716,9
0,0.769231,0.230769,-2.01422e-35,-6.53982e-35,8.45688e-38,0.138565,6.84298e-35
0.0769231,0.769231,0.230769,-0.0445141,-0.144872,-0.000268626,0.113042,0.151557
0.153846,0.769231,0.230769,-0.155311,-0.269553,0.00726384,0.105827,0.31118
0.230769,0.769231,0.230769,-0.317299,-0.386111,0.0164345,0.114075,0.50003
0.307692,0.769231,0.230769,-0.529066,-0.507373,0.0254136,0.139536,0.733474
0.384615,0.769231,0.230769,-0.792025,-0.64208,0.0340066,0.186386,1.02016
0.461538,0.769231,0.230769,-1.10402,-0.791389,0.0426737,0.260913,1.35904
0.538462,0.769231,0.230769,-1.4527,-0.944236,0.0523488,0.369316,1.7334
0.615385,0.769231,0.230769,-1.79807,-1.06467,0.0646105,0.522039,2.09063
0.692308,0.769231,0.230769,-2.05753,-1.06056,0.0817054,0.720784,2.31623
0.769231,0.769231,0.230769,-2.05667,-0.709969,0.105359,0.962949,2.17831
0.846154,0.769231,0.230769,-1.60651,0.493836,0.130119,1.13642,1.68572
0.923077,0.769231,0.230769,-0.629391,3.49185,0.123648,1.17972,3.55028
1,0.769231,0.230769,-2.40742e-34,9,7.05501e-35,0.879879,9
0,0.846154,0.230769,-1.42234e-35,-2.75205e-35,1.98875e-36,0.13586,3.10425e-35
0.0769231,0.846154,0.230769,-0.0367822,-0.0697534,0.00363927,0.114901,0.0789412
0.153846,0.846154,0.230769,-0.133094,-0.13971,0.0126209,0.108938,0.19337
0.230769,0.846154,0.230769,-0.28022,-0.205579,0.0231125,0.117026,0.34831
0.307692,0.846154,0.230769,-0.479063,-0.274473,0.0335832,0.143691,0.55314
0.384615,0.846154,0.230769,-0.733929,-0.353678,0.0436902,0.195311,0.815873
0.461538,0.846154,0.230769,-1.0502,-0.448024,0.0536453,0.280569,1.14303
0.538462,0.846154,0.230769,-1.43048,-0.558733,0.0640237,0.411179,1.53706
0.615385,0.846154,0.230769,-1.85995,-0.679979,0.0759628,0.609143,1.98181
0.692308,0.846154,0.230769,-2.30005,-0.787992,0.0913455,0.880169,2.433
0.769231,0.846154,0.230769,-2.59064,-0.777272,0.112441,1.26688,2.70706
0.846154,0.846154,0.230769,-2.43842,-0.227225,0.135864,1.71295,2.45275
0.923077,0.846154,0.230769,-1.1155,2.30423,0.130738,2.25255,2.56338
1,0.846154,0.230769,-4.11166e-34,9,7.95797e-35,1.57858,9
0,0.923077,0.230769,-2.41484e-36,-4.48307e-36,2.05386e-36,0.116116,5.49069e-36
0.0769231,0.923077,0.230769,-0.0174006,-0.0169698,0.00573352,0.106337,0.0249725
0.153846,0.923077,0.230769,-0.0735979,-0.0397484,0.0136478,0.0989583,0.0847516
0.230769,0.923077,0.230769,-0.167019,-0.0603795,0.0227637,0.102071,0.179051
0.307692,0.923077,0.230769,-0.297587,-0.0817265,0.0319448,0.123834,0.310254
0.384615,0.923077,0.230769,-0.469255,-0.106925,0.0408258,0.171676,0.483012
0.461538,0.923077,0.230769,-0.690271,-0.138696,0.0493693,0.255582,0.705796
0.538462,0.923077,0.230769,-0.971698,-0.179525,0.0576395,0.391893,0.989822
0.615385,0.923077,0.230769,-1.32652,-0.233744,0.0659483,0.606433,1.34857
0.692308,0.923077,0.230769,-1.77753,-0.304923,0.0748594,0.935844,1.80505
0.769231,0.923077,0.230769,-2.26664,-0.375391,0.0861802,1.53883,2.29913
0.846154,0.923077,0.230769,-2.79049,-0.457967,0.0995165,2.38676,2.82957
0.923077,0.923077,0.230769,-2.17564,0.237322,0.0965941,3.72588,2.19068
1,0.923077,0.230769,-2.80646e-33,9,6.63757e-35,2.78241,9
0,1,0.230769,-7.4065e-38,1.01152e-36,-1.23651e-36,0.106698,1.59925e-36
0.0769231,1,0.230769,-4.41149e-36,-2.49094e-37,2.32062e-36,0.0958709,4.99085e-36
0.153846,1,0.230769,-2.67171e-35,-9.79081e-36,6.55135e-36,0.0757821,2.9199e-35
0.230769,1,0.230769,-6.8762e-35,-1.8139e-35,1.15677e-35,0.0665543,7.20489e-35
0.307692,1,0.230769,-1.30906e-34,-2.59961e-35,1.68107e-35,0.0758298,1.34517e-34
0.384615,1,0.230769,-2.14785e-34,-3.54645e-35,2.19484e-35,0.109105,2.18797e-34
0.461538,1,0.230769,-3.24805e-34,-4.83647e-35,2.69231e-35,0.175363,3.29488e-34
0.538462,1,0.230769,-4.68242e-34,-6.60298e-35,3.17354e-35,0.289784,4.73939e-34
0.615385,1,0.230769,-6.56754e-34,-9.64814e-35,3.63902e-35,0.474519,6.64799e-34
0.692308,1,0.230769,-9.05552e-34,-1.46961e-34,4.12595e-35,0.790249,9.18327e-34
0.769231,1,0.230769,-1.2352e-33,-1.82042e-34,4.65991e-35,1.3437,1.24941e-33
0.846154,1,0.230769,-1.72345e-33,-8.0533e-34,5.45853e-35,2.17015,1.9031e-33
0.923077,1,0.230769,-1.7216e-33,-3.27157e-33,5.81617e-35,6.05408,3.69736e-33
1,1,0.230769,2.99432e-33,9,-5.6816e-36,14.3814,9
0,0,0.307692,1.63259e-36,-1.41169e-36,1.88356e-37,-0.102581,2.1665e-36
0.0769231,0,0.307692,1.85115e-35,-8.31913e-36,-4.34836e-36,-0.0894149,2.07555e-35
0.153846,0,0.307692,5.77562e-35,-2.23693e-35,-8.08057e-36,-0.0635921,6.24617e-35
0.230769,0,0.307692,1.21169e-34,-3.24924e-35,-1.21865e-35,-0.0493455,1.2604e-34
0.307692,0,0.307692,2.08279e-34,-4.31502e-35,-1.62744e-35,-0.0534517,2.13323e-34
0.384615,0,0.307692,3.21793e-34,-5.61794e-35,-2.01135e-35,-0.0818125,3.27279e-34
0.461538,0,0.307692,4.6696e-34,-7.3047e-35,-2.36241e-35,-0.14388,4.73229e-34
0.538462,0,0.307692,6.52795e-34,-9.41025e-35,-2.68557e-35,-0.256345,6.60089e-34
0.615385,0,0.307692,8.84336e-34,-1.31788e-34,-3.00637e-35,-0.435516,8.94607e-34
0.692308,0,0.307692,1.1731e-33,-1.73016e-34,-3.37321e-35,-0.77041,1.18627e-33
0.769231,0,0.307692,1.61793e-33,-1.70334e-34,-3.79495e-35,-1.35615,1.62731e-33
0.846154,0,0.307692,1.41979e-33,-9.22947e-34,-3.9645e-35,-1.75968,1.69387e-33
0.923077,0,0.307692,4.73275e-34,1.20022e-34,-2.68683e-35,-8.17369,4.88995e-34
1,0,0.307692,-4.32631e-33,9,2.07993e-35,-15.517,9
0,0.0769231,0.307692,7.75497e-36,-1.8592e-35,-2.53767e-36,-0.115847,2.03038e-35
0.0769231,0.0769231,0.307692,0.0185584,-0.0192325,-0.00572911,-0.102792,0.0273336
0.153846,0.0769231,0.307692,0.0788485,-0.0454591,-0.0124239,-0.0907039,0.0918584
0.230769,0.0769231,0.307692,0.181229,-0.0690906,-0.0201622,-0.0906389,0.194998
0.307692,0.0769231,0.307692,0.323749,-0.0931344,-0.0280256,-0.109038,0.338043
0.384615,0.0769231,0.307692,0.510006,-0.12071,-0.0355218,-0.153669,0.525299
0.461538,0.0769231,0.307692,0.747282,-0.154272,-0.0424874,-0.235021,0.764222
0.538462,0.0769231,0.307692,1.04553,-0.195909,-0.0489908,-0.368571,1.06485
0.615385,0.0769231,0.307692,1.41544,-0.247915,-0.0554401,-0.582735,1.43805
0.692308,0.0769231,0.307692,1.85604,-0.314172,-0.0627991,-0.928552,1.88349
0.769231,0.0769231,0.307692,2.38549,-0.382142,-0.07197,-1.44096,2.41698
0.846154,0.0769231,0.307692,2.82479,-0.376052,-0.0806726,-2.59862,2.85085
0.923077,0.0769231,0.307692,2.16663,0.310787,-0.0716228,-4.27308,2.18998
1,0.0769231,0.307692,1.94821e-33,9,-3.36629e-35,-3.61489,9
0,0.153846,0.307692,1.92994e-35,-5.43527e-35,-1.54539e-36,-0.138383,5.76981e-35
0.0769231,0.153846,0.307692,0.0405208,-0.0780749,-0.00473167,-0.114944,0.088091
0.153846,0.153846,0.307692,0.146463,-0.15879,-0.0126564,-0.105302,0.216393
0.230769,0.153846,0.307692,0.309441,-0.234611,-0.02201,-0.111018,0.388948
0.307692,0.153846,0.307692,0.528737,-0.312297,-0.031538,-0.135852,0.614887
0.384615,0.153846,0.307692,0.807875,-0.398839,-0.0407546,-0.186151,0.901884
0.461538,0.153846,0.307692,1.15087,-0.497925,-0.0497215,-0.270697,1.25495
0.538462,0.153846,0.307692,1.55692,-0.608369,-0.0589453,-0.402483,1.6726
0.615385,0.153846,0.307692,2.00916,-0.720533,-0.0694645,-0.600469,2.13558
0.692308,0.153846,0.307692,2.45493,-0.801727,-0.0827472,-0.886833,2.58385
0.769231,0.153846,0.307692,2.74769,-0.74627,-0.0991297,-1.30852,2.84895
0.846154,0.153846,0.307692,2.49625,-0.203916,-0.11222,-1.83782,2.50707
0.923077,0.153846,0.307692,1.22594,2.23695,-0.0964404,-2.04026,2.55268
1,0.153846,0.307692,9.82342e-34,9,-6.20987e-35,-1.2934,9
0,0.230769,0.307692,2.1659e-35,-1.01825e-34,-2.89074e-38,-0.142485,1.04103e-34
0.0769231,0.230769,0.307692,0.0495721,-0.163359,-0.00158854,-0.113999,0.170722
0.153846,0.230769,0.307692,0.173337,-0.307108,-0.0083252,-0.104589,0.352746
0.230769,0.230769,0.307692,0.354323,-0.441282,-0.0167005,-0.111415,0.566175
0.307692,0.230769,0.307692,0.589862,-0.578312,-0.0252027,-0.136132,0.826448
0.384615,0.230769,0.307692,0.880243,-0.726107,-0.0334836,-0.182869,1.14157
0.461538,0.230769,0.307692,1.22176,-0.883605,-0.041853,-0.257701,1.50838
0.538462,0.230769,0.307692,1.59776,-1.03535,-0.0511269,-0.36848,1.90458
0.615385,0.230769,0.307692,1.96423,-1.13983,-0.0626254,-0.523381,2.27186
0.692308,0.230769,0.307692,2.22594,-1.10075,-0.0777843,-0.728319,2.48446
0.769231,0.230769,0.307692,2.20616,-0.698764,-0.0961625,-0.968187,2.31617
0.846154,0.230769,0.307692,1.67305,0.571987,-0.109803,-1.16289,1.77153
0.923077,0.230769,0.307692,0.672718,3.60913,-0.0933638,-1.13262,3.67247
1,0.230769,0.307692,3.83872e-34,9,-6.32344e-35,-0.803934,9
0,0.307692,0.307692,1.81717e-35,-1.47897e-34,8.71044e-37,-0.122916,1.49012e-34
0.0769231,0.307692,0.307692,0.0455277,-0.251427,0.00082286,-0.0968354,0.255517
0.153846,0.307692,0.307692,0.157658,-0.454898,-0.00394491,-0.0884461,0.48146
0.230769,0.307692,0.307692,0.317352,-0.640775,-0.0103045,-0.0940601,0.71513
0.307692,0.307692,0.307692,0.519799,-0.827889,-0.0167464,-0.114216,0.977687
0.384615,0.307692,0.307692,0.76193,-1.0227,-0.023038,-0.151111,1.27553
0.461538,0.307692,0.307692,1.03459,-1.21494,-0.0295831,-0.208116,1.59604
0.538462,0.307692,0.307692,1.31353,-1.36902,-0.0372222,-0.288742,1.89762
0.615385,0.307692,0.307692,1.54789,-1.40765,-0.0471515,-0.394572,2.09276
0.692308,0.307692,0.307692,1.64919,-1.18229,-0.0604412,-0.520109,2.03009
0.769231,0.307692,0.307692,1.49887,-0.425672,-0.0762354,-0.642648,1.56001
0.846154,0.307692,0.307692,1.02248,1.28318,-0.0874111,-0.7118,1.64306
0.923077,0.307692,0.307692,0.366768,4.40201,-0.0738631,-0.656294,4.41788
1,0.307692,0.307692,2.14894e-34,9,-5.21332e-35,-0.436232,9
0,0.384615,0.307692,1.07674e-35,-1.81867e-34,8.5844e-37,-0.0824971,1.82187e-34
0.0769231,0.384615,0.307692,0.0313825,-0.322077,0.00149794,-0.0645529,0.323606
0.153846,0.384615,0.307692,0.108449,-0.571612,-0.00125447,-0.0588883,0.58181
0.230769,0.384615,0.307692,0.216608,-0.795073,-0.00518039,-0.0625459,0.824068
0.307692,0.384615,0.307692,0.351295,-1.01645,-0.00915802,-0.0756384,1.07549
0.384615,0.384615,0.307692,0.508661,-1.23995,-0.0130479,-0.0990928,1.34029
0.461538,0.384615,0.307692,0.679782,-1.44601,-0.0171718,-0.134405,1.59792
0.538462,0.384615,0.307692,0.844486,-1.58138,-0.0221378,-0.182595,1.79287
0.615385,0.384615,0.307692,0.965333,-1.54284,-0.0287447,-0.242499,1.82018
0.692308,0.384615,0.307692,0.986433,-1.15615,-0.0376053,-0.307974,1.52025
0.769231,0.384615,0.307692,0.85001,-0.161403,-0.0479524,-0.363923,0.866526
0.846154,0.384615,0.307692,0.54596,1.7579,-0.0550169,-0.385166,1.84155
0.923077,0.384615,0.307692,0.184539,4.83925,-0.0462395,-0.342149,4.84299
1,0.384615,0.307692,1.07343e-34,9,-3.52118e-35,-0.231897,9
0,0.461538,0.307692,1.28817e-36,-1.96856e-34,1.94286e-37,-0.0281851,1.96861e-34
0.0769231,0.461538,0.307692,0.0110671,-0.361032,0.000691493,-0.0219705,0.361203
0.153846,0.461538,0.307692,0.0385226,-0.635508,-0.000191906,-0.0203996,0.636675
0.230769,0.461538,0.307692,0.076649,-0.878566,-0.00151153,-0.0219429,0.881905
0.307692,0.461538,0.307692,0.123717,-1.11696,-0.00285136,-0.0267884,1.12379
0.384615,0.461538,0.307692,0.177998,-1.35331,-0.00416479,-0.0351695,1.36497
0.461538,0.461538,0.307692,0.235852,-1.56242,-0.00557267,-0.0474638,1.58013
0.538462,0.461538,0.307692,0.289567,-1.68125,-0.00729362,-0.0636818,1.70602
0.615385,0.461538,0.307692,0.325606,-1.59424,-0.00960007,-0.0831258,1.62718
0.692308,0.461538,0.307692,0.325585,-1.11957,-0.0126765,-0.103176,1.16602
0.769231,0.461538,0.307692,0.273424,-0.0116475,-0.0162104,-0.118143,0.274152
0.846154,0.461538,0.307692,0.171085,1.98958,-0.0185391,-0.120594,1.99701
0.923077,0.461538,0.307692,0.0569892,5.03504,-0.0154791,-0.10376,5.03539
1,0.461538,0.307692,4.64061e-35,9,-1.58863e-35,-0.0695069,9
0,0.538462,0.307692,-8.44562e-36,-1.9005e-34,-5.9e-37,0.0308744,1.90239e-34
0.0769231,0.538462,0.307692,-0.0112915,-0.361071,-0.000675758,0.0241687,0.361248
0.153846,0.538462,0.307692,-0.0383595,-0.63554,0.000235267,0.0212127,0.636696
0.230769,0.538462,0.307692,-0.0764412,-0.878616,0.001571,0.0218239,0.881937
0.307692,0.538462,0.307692,-0.123378,-1.11704,0.00292269,0.0255785,1.12384
0.384615,0.538462,0.307692,-0.177552,-1.35341,0.00424071,0.032733,1.36501
0.461538,0.538462,0.307692,-0.235362,-1.56248,0.00564432,0.0436875,1.58012
0.538462,0.538462,0.307692,-0.289277,-1.68122,0.00735297,0.0585985,1.70594
0.615385,0.538462,0.307692,-0.326065,-1.59401,0.00965116,0.0770059,1.62705
0.692308,0.538462,0.307692,-0.326966,-1.11884,0.0127575,0.0979538,1.16571
0.769231,0.538462,0.307692,-0.275299,-0.0107515,0.0164072,0.116525,0.275997
0.846154,0.538462,0.307692,-0.171908,1.98946,0.0189451,0.124559,1.99696
0.923077,0.538462,0.307692,-0.0550593,5.03433,0.0160003,0.115195,5.03465
1,0.538462,0.307692,4.72388e-37,9,4.0562e-36,0.0838466,9
0,0.615385,0.307692,-1.66521e-35,-1.62725e-34,-9.21228e-37,0.0848941,1.63577e-34
0.0769231,0.615385,0.307692,-0.0315604,-0.322176,-0.00148248,0.0665164,0.323721
0.153846,0.615385,0.307692,-0.108326,-0.571683,0.00129796,0.0596837,0.581857
0.230769,0.615385,0.307692,-0.216479,-0.795197,0.00524114,0.0625419,0.824154
0.307692,0.615385,0.307692,-0.351054,-1.01667,0.00923534,0.07465,1.07561
0.384615,0.615385,0.307692,-0.50829,-1.24026,0.0131394,0.0968995,1.34043
0.461538,0.615385,0.307692,-0.679234,-1.44631,0.0172711,0.130706,1.59796
0.538462,0.615385,0.307692,-0.843927,-1.58136,0.0222331,0.177073,1.7926
0.615385,0.615385,0.307692,-0.964831,-1.54186,0.0288237,0.235873,1.81908
0.692308,0.615385,0.307692,-0.986897,-1.15414,0.0376794,0.301025,1.51902
0.769231,0.615385,0.307692,-0.852438,-0.160762,0.0480953,0.356784,0.868797
0.846154,0.615385,0.307692,-0.547312,1.75565,0.0553543,0.385356,1.83981
0.923077,0.615385,0.307692,-0.180843,4.83846,0.0467254,0.356933,4.84206
1,0.615385,0.307692,-4.53517e-35,9,2.38231e-35,0.251224,9
0,0.692308,0.307692,-2.14731e-35,-1.20207e-34,-4.02075e-37,0.124681,1.22111e-34
0.0769231,0.692308,0.307692,-0.0456083,-0.251535,-0.000807485,0.0983405,0.255638
0.153846,0.692308,0.307692,-0.157617,-0.454959,0.00398633,0.0892375,0.481504
0.230769,0.692308,0.307692,-0.317355,-0.640917,0.0103644,0.0943339,0.715259
0.307692,0.692308,0.307692,-0.519744,-0.828174,0.016831,0.11373,0.9779
0.384615,0.692308,0.307692,-0.761796,-1.02318,0.0231542,0.149464,1.27584
0.461538,0.692308,0.307692,-1.03413,-1.21557,0.0297316,0.204981,1.59622
0.538462,0.692308,0.307692,-1.31265,-1.36955,0.0373891,0.283267,1.8974
0.615385,0.692308,0.307692,-1.54585,-1.40772,0.0472981,0.385831,2.09131
0.692308,0.692308,0.307692,-1.64847,-1.18099,0.0605195,0.504862,2.02875
0.769231,0.692308,0.307692,-1.49917,-0.420848,0.0762671,0.630329,1.55899
0.846154,0.692308,0.307692,-1.025,1.28933,0.0875494,0.716539,1.64944
0.923077,0.692308,0.307692,-0.360787,4.40027,0.0741757,0.67201,4.41566
1,0.692308,0.307692,-1.22379e-34,9,4.2429e-35,0.457659,9
0,0.769231,0.307692,-2.12458e-35,-7.18175e-35,9.28979e-37,0.143399,7.49e-35
0.0769231,0.769231,0.307692,-0.0494757,-0.163369,0.00160802,0.114864,0.170704
0.153846,0.769231,0.307692,-0.173422,-0.307069,0.00835983,0.105573,0.352755
0.230769,0.769231,0.307692,-0.354455,-0.441331,0.0167524,0.112263,0.566297
0.307692,0.769231,0.307692,-0.590027,-0.578498,0.0252878,0.136545,0.826699
0.384615,0.769231,0.307692,-0.880451,-0.726514,0.0336197,0.182407,1.14199
0.461538,0.769231,0.307692,-1.22166,-0.884352,0.0420523,0.25603,1.50874
0.538462,0.769231,0.307692,-1.59757,-1.03674,0.0513819,0.363462,1.90518
0.615385,0.769231,0.307692,-1.9617,-1.14145,0.0628761,0.514832,2.27049
0.692308,0.769231,0.307692,-2.22214,-1.09968,0.0779006,0.71105,2.48058
0.769231,0.769231,0.307692,-2.19499,-0.689146,0.0960124,0.947954,2.30263
0.846154,0.769231,0.307692,-1.69101,0.575126,0.109424,1.11075,1.78948
0.923077,0.769231,0.307692,-0.655298,3.57914,0.0931208,1.13659,3.63982
1,0.769231,0.307692,-2.54809e-34,9,5.71046e-35,0.8193,9
0,0.846154,0.307692,-1.42933e-35,-2.98674e-35,2.29274e-36,0.137926,3.31906e-35
0.0769231,0.846154,0.307692,-0.0401955,-0.0782128,0.00475663,0.114818,0.0880656
0.153846,0.846154,0.307692,-0.146677,-0.158772,0.0126792,0.10676,0.216526
0.230769,0.846154,0.307692,-0.3096,-0.23455,0.022047,0.112746,0.38904
0.307692,0.846154,0.307692,-0.529017,-0.312266,0.0316099,0.137537,0.615116
0.384615,0.846154,0.307692,-0.8083,-0.398933,0.0408833,0.187451,0.902313
0.461538,0.846154,0.307692,-1.15141,-0.498356,0.0499288,0.271167,1.25563
0.538462,0.846154,0.307692,-1.5581,-0.609578,0.0592384,0.400312,1.67415
0.615385,0.846154,0.307692,-2.00809,-0.723289,0.0697846,0.596717,2.13552
0.692308,0.846154,0.307692,-2.45403,-0.811604,0.0828963,0.865426,2.58609
0.769231,0.846154,0.307692,-2.72489,-0.767804,0.0987772,1.24746,2.83272
0.846154,0.846154,0.307692,-2.52343,-0.182855,0.111037,1.68294,2.53248
0.923077,0.846154,0.307692,-1.14233,2.35228,0.0949806,2.20424,2.6167
1,0.846154,0.307692,-4.24876e-34,9,6.28746e-35,1.51465,9
0,0.923077,0.307692,-1.39376e-36,-4.72158e-36,1.95722e-36,0.114529,5.2978e-36
0.0769231,0.923077,0.307692,-0.0182083,-0.0187823,0.00575318,0.103878,0.0267846
0.153846,0.923077,0.307692,-0.0791097,-0.0449397,0.0124295,0.0939119,0.0918281
0.230769,0.923077,0.307692,-0.181286,-0.0686348,0.0201709,0.0937978,0.19489
0.307692,0.923077,0.307692,-0.323916,-0.0926394,0.0280483,0.11249,0.338069
0.384615,0.923077,0.307692,-0.510274,-0.120067,0.0355714,0.157473,0.525415
0.461538,0.923077,0.307692,-0.747923,-0.153389,0.0425808,0.23886,0.764676
0.538462,0.923077,0.307692,-1.04652,-0.194469,0.0491447,0.373091,1.06557
0.615385,0.923077,0.307692,-1.416,-0.246584,0.0556248,0.586322,1.43838
0.692308,0.923077,0.307692,-1.87371,-0.31201,0.0628705,0.914825,1.90055
0.769231,0.923077,0.307692,-2.35318,-0.372546,0.0716482,1.51626,2.38356
0.846154,0.923077,0.307692,-2.84613,-0.444696,0.0792451,2.35789,2.88175
0.923077,0.923077,0.307692,-2.1928,0.24977,0.0693556,3.68281,2.20807
1,0.923077,0.307692,-2.81353e-33,9,5.2543e-35,2.73159,9
0,1,0.307692,2.38019e-37,6.44226e-37,-1.27277e-36,0.103688,1.44624e-36
0.0769231,1,0.307692,-4.53905e-36,-2.69703e-37,2.55088e-36,0.0922438,5.21371e-36
0.153846,1,0.307692,-2.91339e-35,-1.16744e-35,6.52554e-36,0.0673686,3.20571e-35
0.230769,1,0.307692,-7.59459e-35,-2.16396e-35,1.11242e-35,0.053046,7.97484e-35
0.307692,1,0.307692,-1.452e-34,-3.08182e-35,1.59891e-35,0.0576366,1.49293e-34
0.384615,1,0.307692,-2.38161e-34,-4.15167e-35,2.07163e-35,0.0866289,2.42638e-34
0.461538,1,0.307692,-3.5895e-34,-5.54262e-35,2.51534e-35,0.149365,3.64074e-34
0.538462,1,0.307692,-5.14351e-34,-7.37153e-35,2.92683e-35,0.261499,5.2043e-34
0.615385,1,0.307692,-7.14755e-34,-1.03552e-34,3.31856e-35,0.446331,7.22979e-34
0.692308,1,0.307692,-9.72558e-34,-1.52145e-34,3.72584e-35,0.764445,9.85092e-34
0.769231,1,0.307692,-1.30338e-33,-1.81738e-34,4.22579e-35,1.3234,1.31667e-33
0.846154,1,0.307692,-1.77782e-33,-7.99844e-34,4.77801e-35,2.15067,1.95004e-33
0.923077,1,0.307692,-1.75001e-33,-3.26639e-33,4.65893e-35,6.02341,3.70595e-33
1,1,0.307692,2.99605e-33,9,-1.5834e-36,14.3439,9
0,0,0.384615,1.51049e-36,-1.60506e-36,1.88746e-37,-0.100403,2.21211e-36
0.0769231,0,0.384615,1.85795e-35,-8.5755e-36,-2.68435e-36,-0.0865349,2.06384e-35
0.153846,0,0.384615,5.88783e-35,-2.34863e-35,-4.84305e-36,-0.0579506,6.35745e-35
0.230769,0,0.384615,1.24444e-34,-3.40255e-35,-7.21613e-36,-0.0406216,1.29214e-34
0.307692,0,0.384615,2.14514e-34,-4.4924e-35,-9.57498e-36,-0.0418781,2.19377e-34
0.384615,0,0.384615,3.31495e-34,-5.80276e-35,-1.17636e-35,-0.0678539,3.36741e-34
0.461538,0,0.384615,4.80262e-34,-7.47147e-35,-1.37276e-35,-0.128258,4.86233e-34
0.538462,0,0.384615,6.69195e-34,-9.52037e-35,-1.5515e-35,-0.240101,6.76111e-34
0.615385,0,0.384615,9.02278e-34,-1.31871e-34,-1.73083e-35,-0.419901,9.12028e-34
0.692308,0,0.384615,1.18969e-33,-1.7164e-34,-1.93614e-35,-0.756503,1.20217e-33
0.769231,0,0.384615,1.62951e-33,-1.67996e-34,-2.15118e-35,-1.34328,1.63828e-33
0.846154,0,0.384615,1.42456e-33,-9.21417e-34,-2.1774e-35,-1.74378,1.69672e-33
0.923077,0,0.384615,4.71829e-34,1.17764e-34,-1.37626e-35,-8.14915,4.86498e-34
1,0,0.384615,-4.33285e-33,9,9.29697e-36,-15.5082,9
0,0.0769231,0.384615,7.59081e-36,-1.92646e-35,-1.70944e-36,-0.114386,2.07766e-35
0.0769231,0.0769231,0.384615,0.018682,-0.020139,-0.00416641,-0.100812,0.0277841
0.153846,0.0769231,0.384615,0.0809936,-0.0482517,-0.00853559,-0.08693,0.0946628
0.230769,0.0769231,0.384615,0.187939,-0.0735721,-0.0135614,-0.0848359,0.202282
