x,y,z,u,v,w,p,speed
0.615385,0.153846,0.538462,2.10921,-0.744835,0.0168755,-0.587173,2.23692
0.692308,0.153846,0.538462,2.55081,-0.808766,0.019705,-0.870978,2.67603
0.769231,0.153846,0.538462,2.82221,-0.731391,0.0226049,-1.28766,2.91553
0.846154,0.153846,0.538462,2.53687,-0.17269,0.0237705,-1.80861,2.54285
0.923077,0.153846,0.538462,1.23628,2.26385,0.0186577,-2.00169,2.57949
1,0.153846,0.538462,9.89473e-34,9,3.96334e-36,-1.24339,9
0,0.230769,0.538462,2.25653e-35,-1.08009e-34,3.67068e-37,-0.145821,1.10342e-34
0.0769231,0.230769,0.538462,0.0530517,-0.1786,0.000821983,-0.115078,0.186315
0.153846,0.230769,0.538462,0.186574,-0.3385,0.00244694,-0.103635,0.38652
0.230769,0.230769,0.538462,0.382444,-0.48747,0.00446871,-0.108825,0.619605
0.307692,0.230769,0.538462,0.636607,-0.636949,0.00659863,-0.132157,0.900564
0.384615,0.230769,0.538462,0.947866,-0.793659,0.00872406,-0.177717,1.23629
0.461538,0.230769,0.538462,1.31024,-0.95438,0.0108823,-0.251458,1.62101
0.538462,0.230769,0.538462,1.70343,-1.1004,0.0132298,-0.361045,2.02799
0.615385,0.230769,0.538462,2.07811,-1.18664,0.0159927,-0.514236,2.39309
0.692308,0.230769,0.538462,2.33312,-1.11549,0.0192915,-0.716179,2.58615
0.769231,0.230769,0.538462,2.28867,-0.673463,0.0226382,-0.950701,2.38581
0.846154,0.230769,0.538462,1.71848,0.627304,0.0239849,-1.13708,1.82955
0.923077,0.230769,0.538462,0.684975,3.65891,0.018725,-1.0965,3.72253
1,0.230769,0.538462,3.90071e-34,9,4.25168e-36,-0.758193,9
0,0.307692,0.538462,1.86942e-35,-1.57366e-34,-4.86191e-38,-0.126976,1.58472e-34
0.0769231,0.307692,0.538462,0.0491702,-0.276098,0.000215313,-0.0986559,0.280442
0.153846,0.307692,0.538462,0.171031,-0.502744,0.00138177,-0.0886018,0.531042
0.230769,0.307692,0.538462,0.344828,-0.70944,0.0029391,-0.0929954,0.788809
0.307692,0.307692,0.538462,0.564375,-0.914076,0.00459259,-0.112227,1.07428
0.384615,0.307692,0.538462,0.825166,-1.12131,0.00626098,-0.148362,1.39222
0.461538,0.307692,0.538462,1.11593,-1.31761,0.00800778,-0.204631,1.72669
0.538462,0.307692,0.538462,1.40908,-1.46267,0.00999699,-0.284339,2.03101
0.615385,0.307692,0.538462,1.64915,-1.47442,0.0124351,-0.38871,2.21218
0.692308,0.307692,0.538462,1.74298,-1.20314,0.0153976,-0.51166,2.11796
0.769231,0.307692,0.538462,1.57018,-0.390568,0.0183976,-0.629745,1.61813
0.846154,0.307692,0.538462,1.06157,1.3594,0.0196454,-0.692163,1.7249
0.923077,0.307692,0.538462,0.377459,4.47096,0.015339,-0.628374,4.48689
1,0.307692,0.538462,2.19221e-34,9,3.70503e-36,-0.400759,9
0,0.384615,0.538462,1.07513e-35,-1.9379e-34,-1.60162e-37,-0.085578,1.94088e-34
0.0769231,0.384615,0.538462,0.0340685,-0.35445,-7.83564e-05,-0.0660403,0.356083
0.153846,0.384615,0.538462,0.118184,-0.6326,0.000599823,-0.0592961,0.643546
0.230769,0.384615,0.538462,0.236319,-0.881314,0.00156686,-0.0622027,0.912449
0.307692,0.384615,0.538462,0.382883,-1.12383,0.00259976,-0.0747714,1.18726
0.384615,0.384615,0.538462,0.552969,-1.36209,0.00364726,-0.0978028,1.47006
0.461538,0.384615,0.538462,0.736163,-1.57239,0.00476481,-0.132691,1.7362
0.538462,0.384615,0.538462,0.909984,-1.69575,0.00607631,-0.180305,1.92449
0.615385,0.384615,0.538462,1.03395,-1.62342,0.00772444,-0.239252,1.92474
0.692308,0.384615,0.538462,1.04926,-1.18045,0.00974652,-0.303042,1.5794
0.769231,0.384615,0.538462,0.897319,-0.118655,0.0117934,-0.356156,0.905207
0.846154,0.384615,0.538462,0.57179,1.84868,0.0126663,-0.37319,1.93513
0.923077,0.384615,0.538462,0.191671,4.92069,0.00989717,-0.325085,4.92443
1,0.384615,0.538462,1.09539e-34,9,2.62049e-36,-0.210084,9
0,0.461538,0.538462,7.57809e-37,-2.09858e-34,-3.81759e-38,-0.0291315,2.0986e-34
0.0769231,0.461538,0.538462,0.0120513,-0.397671,-7.01293e-05,-0.0223924,0.397854
0.153846,0.461538,0.538462,0.0420798,-0.703706,0.000151662,-0.0205228,0.704963
0.230769,0.461538,0.538462,0.0837877,-0.974347,0.000479635,-0.0218501,0.977944
0.307692,0.461538,0.538462,0.13509,-1.23572,0.000829166,-0.0265524,1.24308
0.384615,0.461538,0.538462,0.19386,-1.48795,0.00118258,-0.0348097,1.50052
0.461538,0.461538,0.538462,0.255929,-1.70124,0.00156419,-0.0469693,1.72039
0.538462,0.461538,0.538462,0.312763,-1.80627,0.00202186,-0.0629954,1.83315
0.615385,0.461538,0.538462,0.34978,-1.68165,0.00260669,-0.0821261,1.71764
0.692308,0.461538,0.538462,0.347629,-1.14527,0.0033343,-0.101629,1.19687
0.769231,0.461538,0.538462,0.290018,0.035236,0.00407649,-0.115685,0.292179
0.846154,0.461538,0.538462,0.180218,2.08765,0.00440107,-0.116842,2.09542
0.923077,0.461538,0.538462,0.0595737,5.1224,0.00344047,-0.0985016,5.12275
1,0.461538,0.538462,4.62232e-35,9,1.23962e-36,-0.0626797,9
0,0.538462,0.538462,-9.3197e-36,-2.0254e-34,1.27277e-37,0.0324051,2.02755e-34
0.0769231,0.538462,0.538462,-0.0122656,-0.397704,5.88378e-05,0.0250209,0.397893
0.153846,0.538462,0.538462,-0.0418671,-0.703731,-0.000157605,0.021533,0.704976
0.230769,0.538462,0.538462,-0.0835496,-0.974392,-0.000481458,0.0218068,0.977968
0.307692,0.538462,0.538462,-0.134723,-1.23579,-0.000832358,0.0253272,1.24311
0.384615,0.538462,0.538462,-0.193401,-1.48803,-0.00119272,0.032311,1.50054
0.461538,0.538462,0.538462,-0.255427,-1.70128,-0.00157993,0.0431061,1.72034
0.538462,0.538462,0.538462,-0.312456,-1.80621,-0.00203657,0.0577979,1.83304
0.615385,0.538462,0.538462,-0.350168,-1.68141,-0.00260665,0.0758486,1.71749
0.692308,0.538462,0.538462,-0.348801,-1.14457,-0.0032856,0.0961698,1.19654
0.769231,0.538462,0.538462,-0.291466,0.0360669,-0.00396101,0.113644,0.293716
0.846154,0.538462,0.538462,-0.180483,2.08744,-0.00424383,0.119941,2.09523
0.923077,0.538462,0.538462,-0.057301,5.12161,-0.00331636,0.108368,5.12194
1,0.538462,0.538462,-2.37219e-36,9,-2.53877e-37,0.0751711,9
0,0.615385,0.538462,-1.75931e-35,-1.73213e-34,1.26363e-37,0.0883712,1.74104e-34
0.0769231,0.615385,0.538462,-0.0342337,-0.354532,7.21391e-05,0.0682877,0.356181
0.153846,0.615385,0.538462,-0.118019,-0.632654,-0.000602407,0.0602058,0.643568
0.230769,0.615385,0.538462,-0.236155,-0.881422,-0.0015655,0.0622147,0.912511
0.307692,0.615385,0.538462,-0.3826,-1.12402,-0.00259729,0.073716,1.18735
0.384615,0.615385,0.538462,-0.552566,-1.36234,-0.00364892,0.0954847,1.47014
0.461538,0.615385,0.538462,-0.735583,-1.57262,-0.00477235,0.128829,1.73615
0.538462,0.615385,0.538462,-0.9094,-1.69565,-0.00608749,0.174581,1.92413
0.615385,0.615385,0.538462,-1.03339,-1.62238,-0.0077247,0.232404,1.92356
0.692308,0.615385,0.538462,-1.04956,-1.17851,-0.00969323,0.295848,1.57815
0.769231,0.615385,0.538462,-0.899388,-0.118245,-0.0116872,0.348588,0.907203
0.846154,0.615385,0.538462,-0.572629,1.8461,-0.0125419,0.372484,1.93291
0.923077,0.615385,0.538462,-0.187639,4.91963,-0.00979868,0.338301,4.92321
1,0.615385,0.538462,-5.06385e-35,9,-1.73064e-36,0.227579,9
0,0.692308,0.538462,-2.21361e-35,-1.27624e-34,-1.72698e-37,0.128796,1.2953e-34
0.0769231,0.692308,0.538462,-0.0492327,-0.276185,-0.000214783,0.100181,0.280539
0.153846,0.692308,0.538462,-0.170961,-0.502793,-0.00138187,0.0893562,0.531065
0.230769,0.692308,0.538462,-0.344788,-0.70957,-0.00293581,0.0931636,0.788909
0.307692,0.692308,0.538462,-0.564259,-0.914333,-0.00458525,0.111563,1.07444
0.384615,0.692308,0.538462,-0.824962,-1.12173,-0.00625293,0.14646,1.39243
0.461538,0.692308,0.538462,-1.11539,-1.31813,-0.00800036,0.201183,1.72674
0.538462,0.692308,0.538462,-1.40815,-1.46306,-0.00999011,0.278499,2.03065
0.615385,0.692308,0.538462,-1.64709,-1.4744,-0.0124325,0.379568,2.21064
0.692308,0.692308,0.538462,-1.74222,-1.20195,-0.0153695,0.496014,2.11666
0.769231,0.692308,0.538462,-1.57032,-0.386175,-0.018348,0.616932,1.61721
0.846154,0.692308,0.538462,-1.06377,1.36486,-0.0195991,0.696048,1.73056
0.923077,0.692308,0.538462,-0.371245,4.46862,-0.0152908,0.642772,4.48405
1,0.692308,0.538462,-1.29581e-34,9,-3.05315e-36,0.420778,9
0,0.769231,0.538462,-2.12809e-35,-7.58443e-35,-7.1871e-37,0.146359,7.87766e-35
0.0769231,0.769231,0.538462,-0.0529232,-0.178594,-0.000818794,0.115646,0.186272
0.153846,0.769231,0.538462,-0.186653,-0.338453,-0.00245178,0.104436,0.386518
0.230769,0.769231,0.538462,-0.382519,-0.487516,-0.00447208,0.109419,0.619688
0.307692,0.769231,0.538462,-0.636692,-0.637117,-0.00659671,0.132226,0.900743
0.384615,0.769231,0.538462,-0.947963,-0.794015,-0.00871734,0.176792,1.2366
0.461538,0.769231,0.538462,-1.31002,-0.955027,-0.0108714,0.24922,1.62122
0.538462,0.769231,0.538462,-1.70314,-1.10165,-0.0132172,0.355369,2.02842
0.615385,0.769231,0.538462,-2.07558,-1.18816,-0.015996,0.504973,2.39165
0.692308,0.769231,0.538462,-2.32948,-1.11457,-0.0193096,0.698237,2.58246
0.769231,0.769231,0.538462,-2.27775,-0.664477,-0.0226701,0.929899,2.37281
0.846154,0.769231,0.538462,-1.7366,0.629292,-0.024029,1.08427,1.84726
0.923077,0.769231,0.538462,-0.667577,3.62791,-0.0187391,1.09969,3.68887
1,0.769231,0.538462,-2.62556e-34,9,-4.01639e-36,0.773474,9
0,0.846154,0.538462,-1.3479e-35,-3.11488e-35,-1.16679e-36,0.1381,3.39601e-35
0.0769231,0.846154,0.538462,-0.0422443,-0.0847698,-0.00146459,0.113587,0.094724
0.153846,0.846154,0.538462,-0.155801,-0.174146,-0.00333933,0.103492,0.233692
0.230769,0.846154,0.538462,-0.330686,-0.258073,-0.00553327,0.107198,0.419506
0.307692,0.846154,0.538462,-0.565946,-0.342537,-0.00782029,0.129825,0.66158
0.384615,0.846154,0.538462,-0.86358,-0.433997,-0.0100585,0.177798,0.966553
0.461538,0.846154,0.538462,-1.22567,-0.535198,-0.0122321,0.259825,1.33748
0.538462,0.846154,0.538462,-1.64886,-0.643482,-0.0144449,0.387463,1.77003
0.615385,0.846154,0.538462,-2.10812,-0.747599,-0.0168968,0.582256,2.23682
0.692308,0.846154,0.538462,-2.55021,-0.818852,-0.0197463,0.848533,2.67853
0.769231,0.846154,0.538462,-2.80013,-0.753635,-0.0226711,1.22603,2.89986
0.846154,0.846154,0.538462,-2.5649,-0.153039,-0.0238697,1.65358,2.56957
0.923077,0.846154,0.538462,-1.15318,2.37774,-0.0187476,2.16492,2.64269
1,0.846154,0.538462,-4.31195e-34,9,-4.34017e-36,1.46701,9
0,0.923077,0.538462,-1.86282e-37,-4.81851e-36,-8.51562e-37,0.111775,4.89672e-36
0.0769231,0.923077,0.538462,-0.0182613,-0.0200269,-0.00150147,0.100504,0.0271442
0.153846,0.923077,0.538462,-0.0819695,-0.048889,-0.00301531,0.0879317,0.0954894
0.230769,0.923077,0.538462,-0.190571,-0.0750607,-0.00475022,0.0845125,0.204876
0.307692,0.923077,0.538462,-0.34245,-0.101047,-0.00653684,0.100047,0.357107
0.384615,0.923077,0.538462,-0.53991,-0.129836,-0.0082335,0.142255,0.555363
0.461538,0.923077,0.538462,-0.789437,-0.163629,-0.00978295,0.22146,0.806276
0.538462,0.923077,0.538462,-1.0989,-0.203803,-0.0112086,0.354259,1.11769
0.615385,0.923077,0.538462,-1.47526,-0.253061,-0.01262,0.566747,1.49686
0.692308,0.923077,0.538462,-1.93175,-0.313431,-0.0141828,0.894606,1.95707
0.769231,0.923077,0.538462,-2.39859,-0.367702,-0.0158636,1.4939,2.42666
0.846154,0.923077,0.538462,-2.86989,-0.435683,-0.0167141,2.32987,2.90282
0.923077,0.923077,0.538462,-2.19781,0.256267,-0.0136276,3.64659,2.21274
1,0.923077,0.538462,-2.81561e-33,9,-3.69958e-36,2.69015,9
0,1,0.538462,2.98309e-37,-1.22762e-37,3.35549e-37,0.0996551,4.65459e-37
0.0769231,1,0.538462,-4.25615e-36,-4.02697e-37,-2.57755e-37,0.0881388,4.28293e-36
0.153846,1,0.538462,-3.0261e-35,-1.39713e-35,-5.90295e-37,0.0585529,3.33357e-35
0.230769,1,0.538462,-8.07679e-35,-2.54481e-35,-9.75059e-37,0.0394642,8.46877e-35
0.307692,1,0.538462,-1.56126e-34,-3.57771e-35,-1.3789e-36,0.0396643,1.60179e-34
0.384615,1,0.538462,-2.56879e-34,-4.7281e-35,-1.76377e-36,0.0649754,2.612e-34
0.461538,1,0.538462,-3.86452e-34,-6.15013e-35,-2.10483e-36,0.125191,3.91321e-34
0.538462,1,0.538462,-5.5061e-34,-7.93683e-35,-2.39328e-36,0.236416,5.56306e-34
0.615385,1,0.538462,-7.57927e-34,-1.0779e-34,-2.63959e-36,0.422224,7.65558e-34
0.692308,1,0.538462,-1.01797e-33,-1.53742e-34,-2.88341e-36,0.742863,1.02952e-33
0.769231,1,0.538462,-1.34315e-33,-1.80197e-34,-3.17927e-36,1.30356,1.35519e-33
0.846154,1,0.538462,-1.80361e-33,-7.96247e-34,-3.48009e-36,2.12805,1.97155e-33
0.923077,1,0.538462,-1.75997e-33,-3.26416e-33,-3.37969e-36,5.99155,3.7084e-33
1,1,0.538462,2.99897e-33,9,1.37217e-36,14.3065,9
0,0,0.615385,1.23874e-36,-1.88212e-36,-4.20677e-38,-0.100446,2.25358e-36
0.0769231,0,0.615385,1.84613e-35,-8.61792e-36,3.75025e-36,-0.0864268,2.0716e-35
0.153846,0,0.615385,5.81865e-35,-2.34541e-35,6.85745e-36,-0.057811,6.31093e-35
0.230769,0,0.615385,1.22612e-34,-3.35906e-35,1.02978e-35,-0.0405852,1.27546e-34
0.307692,0,0.615385,2.11097e-34,-4.40751e-35,1.3742e-35,-0.0419877,2.16087e-34
0.384615,0,0.615385,3.26224e-34,-5.6839e-35,1.69734e-35,-0.0681002,3.31573e-34
0.461538,0,0.615385,4.73103e-34,-7.33003e-35,1.99252e-35,-0.128641,4.79162e-34
0.538462,0,0.615385,6.60476e-34,-9.37752e-35,2.268e-35,-0.240588,6.67485e-34
0.615385,0,0.615385,8.92846e-34,-1.30845e-34,2.54717e-35,-0.42035,9.02742e-34
0.692308,0,0.615385,1.18103e-33,-1.71612e-34,2.86412e-35,-0.756664,1.19377e-33
0.769231,0,0.615385,1.62348e-33,-1.69064e-34,3.22039e-35,-1.34317,1.63258e-33
0.846154,0,0.615385,1.4217e-33,-9.23202e-34,3.32931e-35,-1.74365,1.69548e-33
0.923077,0,0.615385,4.71478e-34,1.17038e-34,2.02994e-35,-8.1504,4.86211e-34
1,0,0.615385,-4.32409e-33,9,-1.06814e-35,-15.4994,9
0,0.0769231,0.615385,7.82909e-36,-1.87857e-35,2.29203e-36,-0.114507,2.04805e-35
0.0769231,0.0769231,0.615385,0.0186923,-0.0201278,0.00412314,-0.100821,0.0277764
0.153846,0.0769231,0.615385,0.0809687,-0.0482368,0.00847192,-0.08685,0.0946281
0.230769,0.0769231,0.615385,0.187963,-0.073536,0.013491,-0.0848669,0.202286
0.307692,0.0769231,0.615385,0.336964,-0.0989392,0.0186425,-0.101394,0.351683
0.384615,0.0769231,0.615385,0.531027,-0.127502,0.0235425,-0.144402,0.546626
0.461538,0.0769231,0.615385,0.776731,-0.161488,0.0280465,-0.224488,0.793837
0.538462,0.0769231,0.615385,1.08284,-0.202643,0.0322231,-0.357184,1.10211
0.615385,0.0769231,0.615385,1.45796,-0.252811,0.0363973,-0.570784,1.48016
0.692308,0.0769231,0.615385,1.89804,-0.315566,0.0410877,-0.915842,1.92454
0.769231,0.0769231,0.615385,2.41853,-0.378846,0.0463356,-1.42575,2.44846
0.846154,0.0769231,0.615385,2.84201,-0.369141,0.049554,-2.57799,2.86631
0.923077,0.0769231,0.615385,2.16982,0.316283,0.041124,-4.24684,2.19314
1,0.0769231,0.615385,1.95071e-33,9,1.42496e-35,-3.58367,9
0,0.153846,0.615385,1.9986e-35,-5.53729e-35,1.60486e-36,-0.139217,5.88912e-35
0.0769231,0.153846,0.615385,0.042082,-0.0825857,0.00384728,-0.114647,0.0927691
0.153846,0.153846,0.615385,0.153008,-0.169385,0.00915924,-0.103417,0.228443
0.230769,0.153846,0.615385,0.324458,-0.250841,0.0154318,-0.107751,0.410405
0.307692,0.153846,0.615385,0.554842,-0.333259,0.0219276,-0.131303,0.647605
0.384615,0.153846,0.615385,0.846882,-0.423287,0.0282606,-0.180514,0.947196
0.461538,0.153846,0.615385,1.20334,-0.523905,0.0344205,-0.264119,1.31289
0.538462,0.153846,0.615385,1.62132,-0.63271,0.0407274,-0.395033,1.74088
0.615385,0.153846,0.615385,2.08059,-0.738547,0.0477998,-0.591964,2.2083
0.692308,0.153846,0.615385,2.52415,-0.807777,0.0562567,-0.876473,2.65084
0.769231,0.153846,0.615385,2.80226,-0.736412,0.065445,-1.29448,2.89815
0.846154,0.153846,0.615385,2.52663,-0.181469,0.070331,-1.81758,2.53411
0.923077,0.153846,0.615385,1.23383,2.25686,0.0567487,-2.01344,2.57274
1,0.153846,0.615385,9.9002e-34,9,2.46653e-35,-1.25703,9
0,0.230769,0.615385,2.20932e-35,-1.04092e-34,3.58866e-37,-0.144871,1.06411e-34
0.0769231,0.230769,0.615385,0.0520628,-0.173873,0.00191595,-0.114783,0.18151
0.153846,0.230769,0.615385,0.182708,-0.328708,0.00650997,-0.103997,0.376129
0.230769,0.230769,0.615385,0.374107,-0.473074,0.012237,-0.109797,0.603246
0.307692,0.230769,0.615385,0.622632,-0.618794,0.0181975,-0.133661,0.878014
0.384615,0.230769,0.615385,0.927635,-0.773014,0.0240979,-0.179686,1.20774
0.461538,0.230769,0.615385,1.2839,-0.933208,0.0300891,-0.253847,1.58751
0.538462,0.230769,0.615385,1.67232,-1.08161,0.0366684,-0.363867,1.99196
0.615385,0.230769,0.615385,2.04515,-1.174,0.0445747,-0.517617,2.35858
0.692308,0.230769,0.615385,2.30284,-1.11267,0.0543362,-0.720453,2.55813
0.769231,0.230769,0.615385,2.2661,-0.681841,0.0648322,-0.956512,2.36735
0.846154,0.230769,0.615385,1.70665,0.611507,0.0702783,-1.14522,1.81425
0.923077,0.230769,0.615385,0.681949,3.64544,0.056344,-1.1076,3.7091
1,0.230769,0.615385,3.89754e-34,9,2.6569e-35,-0.771478,9
0,0.307692,0.615385,1.81325e-35,-1.5141e-34,-4.58477e-37,-0.125644,1.52492e-34
0.0769231,0.307692,0.615385,0.0481038,-0.268361,0.00021322,-0.098019,0.272638
0.153846,0.307692,0.615385,0.16706,-0.487694,0.00349183,-0.0885504,0.515526
0.230769,0.307692,0.615385,0.336574,-0.687887,0.00787972,-0.0934086,0.765854
0.307692,0.307692,0.615385,0.550914,-0.887199,0.0124682,-0.113007,1.04441
0.384615,0.307692,0.615385,0.806079,-1.09091,0.0170495,-0.149451,1.35652
0.461538,0.307692,0.615385,1.09151,-1.28654,0.0218435,-0.206013,1.68732
0.538462,0.307692,0.615385,1.38068,-1.43514,0.0273623,-0.286056,1.99165
0.615385,0.307692,0.615385,1.61951,-1.45579,0.0342738,-0.390913,2.17791
0.692308,0.307692,0.615385,1.7161,-1.19855,0.0429488,-0.514682,2.09365
0.769231,0.307692,0.615385,1.55033,-0.401852,0.0522284,-0.634134,1.60241
0.846154,0.307692,0.615385,1.05116,1.33751,0.0570544,-0.698572,1.70209
0.923077,0.307692,0.615385,0.374763,4.45189,0.0456989,-0.637292,4.46787
1,0.307692,0.615385,2.18429e-34,9,2.29614e-35,-0.411636,9
0,0.384615,0.615385,1.03112e-35,-1.86297e-34,-5.57024e-37,-0.0844659,1.86583e-34
0.0769231,0.384615,0.615385,0.033275,-0.344228,-0.000495408,-0.0654541,0.345832
0.153846,0.384615,0.615385,0.115271,-0.61332,0.00140434,-0.0591243,0.62406
0.230769,0.384615,0.615385,0.230352,-0.854122,0.00412214,-0.0623323,0.884649
0.307692,0.384615,0.615385,0.37328,-1.09019,0.00697593,-0.0751242,1.15234
0.384615,0.384615,0.615385,0.539509,-1.32422,0.00983665,-0.098336,1.42994
0.461538,0.384615,0.615385,0.719125,-1.53385,0.0128865,-0.133394,1.69411
0.538462,0.384615,0.615385,0.890377,-1.66172,0.0165023,-0.181221,1.8853
0.615385,0.384615,0.615385,1.01369,-1.60046,0.0211376,-0.240513,1.8946
0.692308,0.384615,0.615385,1.03108,-1.17469,0.0270004,-0.304882,1.56325
0.769231,0.384615,0.615385,0.884012,-0.132092,0.0332476,-0.358926,0.894444
0.846154,0.384615,0.615385,0.564836,1.82253,0.0364939,-0.377334,1.9084
0.923077,0.384615,0.615385,0.189864,4.89786,0.029203,-0.330912,4.90163
1,0.384615,0.615385,1.08477e-34,9,1.60389e-35,-0.217256,9
0,0.461538,0.615385,5.87753e-37,-2.01682e-34,-1.26764e-37,-0.0286795,2.01683e-34
0.0769231,0.461538,0.615385,0.0117653,-0.386063,-0.000291554,-0.0221496,0.386242
0.153846,0.461538,0.615385,0.0410204,-0.682091,0.000325724,-0.0204422,0.683323
0.230769,0.461538,0.615385,0.0816216,-0.94408,0.00124355,-0.0218811,0.947602
0.307692,0.461538,0.615385,0.131619,-1.19842,0.00220624,-0.0266636,1.20563
0.384615,0.461538,0.615385,0.189019,-1.44609,0.00317028,-0.0349805,1.45839
0.461538,0.461538,0.615385,0.249834,-1.65873,0.00420834,-0.0472011,1.67745
0.538462,0.461538,0.615385,0.305785,-1.76885,0.00545908,-0.0633225,1.7951
0.615385,0.461538,0.615385,0.342617,-1.65649,0.00708462,-0.0825945,1.69157
0.692308,0.461538,0.615385,0.341249,-1.13896,0.00916404,-0.102327,1.18902
0.769231,0.461538,0.615385,0.285388,0.0206516,0.0113898,-0.116744,0.286361
0.846154,0.461538,0.615385,0.177804,2.05935,0.0125459,-0.118455,2.06705
0.923077,0.461538,0.615385,0.0589477,5.09776,0.0100221,-0.100765,5.09811
1,0.461538,0.615385,4.50919e-35,9,7.4456e-36,-0.0654515,9
0,0.538462,0.615385,-9.15914e-36,-1.94676e-34,4.01236e-37,0.0320301,1.94891e-34
0.0769231,0.538462,0.615385,-0.011964,-0.386092,0.000268381,0.0248076,0.386278
0.153846,0.538462,0.615385,-0.0407957,-0.682114,-0.000344686,0.0214421,0.683333
0.230769,0.538462,0.615385,-0.0813845,-0.944122,-0.0012615,0.0218072,0.947624
0.307692,0.538462,0.615385,-0.131266,-1.19849,-0.00223423,0.0253915,1.20566
0.384615,0.538462,0.615385,-0.188583,-1.44616,-0.00321665,0.0324288,1.45841
0.461538,0.538462,0.615385,-0.249363,-1.65876,-0.00427435,0.0432623,1.67741
0.538462,0.538462,0.615385,-0.305511,-1.76879,-0.0055408,0.0579985,1.79499
0.615385,0.538462,0.615385,-0.343002,-1.65624,-0.00714643,0.0761671,1.6914
0.692308,0.538462,0.615385,-0.342379,-1.13825,-0.00914148,0.0966564,1.18866
0.769231,0.538462,0.615385,-0.286759,0.0214734,-0.0112544,0.114359,0.287782
0.846154,0.538462,0.615385,-0.178027,2.0591,-0.0123447,0.120937,2.06682
0.923077,0.538462,0.615385,-0.0566547,5.09695,-0.00989262,0.109807,5.09728
1,0.538462,0.615385,-3.47132e-36,9,-1.74518e-36,0.077013,9
0,0.615385,0.615385,-1.71348e-35,-1.66591e-34,5.57678e-37,0.0873034,1.67471e-34
0.0769231,0.615385,0.615385,-0.0334293,-0.344303,0.000478395,0.067709,0.345922
0.153846,0.615385,0.615385,-0.115098,-0.61337,-0.00142047,0.0600068,0.624077
0.230769,0.615385,0.615385,-0.230189,-0.854227,-0.00413787,0.0622972,0.884708
0.307692,0.615385,0.615385,-0.373011,-1.09037,-0.00699907,0.0739999,1.15243
0.384615,0.615385,0.615385,-0.539127,-1.32447,-0.00987589,0.0959385,1.43002
0.461538,0.615385,0.615385,-0.718579,-1.53405,-0.0129447,0.129438,1.69406
0.538462,0.615385,0.615385,-0.889826,-1.6616,-0.0165733,0.175394,1.88493
0.615385,0.615385,0.615385,-1.01313,-1.59942,-0.0211735,0.233574,1.89341
0.692308,0.615385,0.615385,-1.03137,-1.17277,-0.0269749,0.297393,1.562
0.769231,0.615385,0.615385,-0.886037,-0.13178,-0.0331608,0.350883,0.896397
0.846154,0.615385,0.615385,-0.565638,1.81983,-0.0363153,0.376011,1.90606
0.923077,0.615385,0.615385,-0.185803,4.89675,-0.0290504,0.343379,4.90035
1,0.615385,0.615385,-5.16079e-35,9,-1.07898e-35,0.233903,9
0,0.692308,0.615385,-2.15159e-35,-1.22911e-34,3.00366e-38,0.127455,1.2478e-34
0.0769231,0.692308,0.615385,-0.0481642,-0.268441,-0.000221668,0.0995132,0.272728
0.153846,0.692308,0.615385,-0.166986,-0.487743,-0.00350603,0.0892454,0.515548
0.230769,0.692308,0.615385,-0.336533,-0.688017,-0.00789476,0.0934908,0.765953
0.307692,0.692308,0.615385,-0.550807,-0.887452,-0.0124876,0.112229,1.04456
0.384615,0.692308,0.615385,-0.805892,-1.09132,-0.0170793,0.147422,1.35674
0.461538,0.692308,0.615385,-1.091,-1.28704,-0.0218824,0.202426,1.68737
0.538462,0.692308,0.615385,-1.37979,-1.43552,-0.0274168,0.280021,1.99131
0.615385,0.692308,0.615385,-1.61746,-1.45579,-0.0343101,0.381634,2.17639
0.692308,0.692308,0.615385,-1.71539,-1.19742,-0.0429628,0.49872,2.09242
0.769231,0.692308,0.615385,-1.55046,-0.397569,-0.0522503,0.620843,1.60147
0.846154,0.692308,0.615385,-1.05331,1.34284,-0.0569126,0.702015,1.70761
0.923077,0.692308,0.615385,-0.368516,4.44947,-0.0454894,0.651164,4.46494
1,0.692308,0.615385,-1.3033e-34,9,-1.88731e-35,0.430987,9
0,0.769231,0.615385,-2.07122e-35,-7.32331e-35,-1.11657e-36,0.145338,7.6114e-35
0.0769231,0.769231,0.615385,-0.0519435,-0.17387,-0.0019193,0.115276,0.181474
0.153846,0.769231,0.615385,-0.18279,-0.32867,-0.00652794,0.1047,0.376137
0.230769,0.769231,0.615385,-0.374183,-0.473129,-0.0122575,0.110253,0.603336
0.307692,0.769231,0.615385,-0.622725,-0.618967,-0.0182196,0.13356,0.878202
0.384615,0.769231,0.615385,-0.927744,-0.773368,-0.024123,0.17857,1.20805
0.461538,0.769231,0.615385,-1.2837,-0.933846,-0.0301174,0.251414,1.58773
0.538462,0.769231,0.615385,-1.67209,-1.08285,-0.0367175,0.357929,1.99243
0.615385,0.769231,0.615385,-2.04265,-1.17551,-0.0446291,0.508154,2.35717
0.692308,0.769231,0.615385,-2.29926,-1.11177,-0.0543317,0.702333,2.55452
0.769231,0.769231,0.615385,-2.25519,-0.672934,-0.064801,0.935518,2.35434
0.846154,0.769231,0.615385,-1.72475,0.613342,-0.0700904,1.09225,1.8319
0.923077,0.769231,0.615385,-0.664541,3.61428,-0.056116,1.11052,3.67529
